"code","iso","country","MPA.ind.1995","MPA.ind.1996","MPA.ind.1997","MPA.ind.1998","MPA.ind.1999","MPA.ind.2000","MPA.ind.2001","MPA.ind.2002","MPA.ind.2003","MPA.ind.2004","MPA.ind.2005","MPA.ind.2006","MPA.ind.2007","MPA.ind.2008","MPA.ind.2009","MPA.ind.2010","MPA.ind.2011","MPA.ind.2012","MPA.ind.2013","MPA.ind.2014","MPA.ind.2015","MPA.ind.2016","MPA.ind.2017","MPA.ind.2018","MPA.ind.2019","MPA.ind.2020","MPA.ind.2021","MPA.ind.2022"
484,"MEX","Mexico",7.84943613352008e-06,7.84943613352008e-06,0.664768872626797,0.664768872626797,0.81370953446922,1.38409766830329,5.12886705502581,5.12886705502581,5.22810433360939,5.22810437175595,7.34097661040062,9.2820928621727,9.28209286217059,10.510636063101,10.6112664924449,11.7872891863429,11.7872891863429,11.7872891863429,11.8714830948639,11.8714831318767,11.8714831318055,11.8714831318765,100,100,100,100,100,100
583,"FSM","Micronesia",0.138238196308405,0.138238196308405,0.138238196308405,0.138238196308405,0.138238196308405,0.138238196308405,0.138238196308405,0.138238196308405,0.138238196308405,0.138238196308405,0.138238196308405,0.138238196308405,0.138238196308405,0.138238196308405,0.138238196308405,0.138238196308405,0.138238196308405,0.138238196308405,0.138238196308405,0.138238196308405,0.138238196308405,0.138238196308405,0.138238196308405,0.138238196308405,0.138238196308405,0.138238196308405,0.138238196308405,0.138238196308405
498,"MDA","Moldova",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
492,"MCO","Monaco",0.0347485379766475,0.0347485379766475,0.0347485379766475,0.586376806064926,0.586376806064926,0.586376806064926,0.586376806064926,0.586376806064926,0.586376806064926,0.586376806064926,0.586376806064926,0.586376806064926,0.586376806064926,0.586376806064926,0.586376806064926,0.586376806064926,0.586376806064926,0.586376806064926,0.586376806064926,0.586376806064926,0.586376806064926,0.586376806064926,0.586376806064926,0.586376806064926,0.586376806064926,0.586376806064926,0.586376806064926,0.586376806064926
496,"MNG","Mongolia",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
499,"MNE","Montenegro",0.609669377049118,0.609669377049118,0.609669425077193,0.609669425077193,0.609669425077193,0.609669425077193,0.609669425077193,0.609669425077193,0.609669425077193,0.609669425077193,0.609669425077193,0.609669425077193,0.609359575157467,0.609359575157467,0.609359575157467,0.609359575157467,0.609359575157467,0.609359575157467,0.609359575157467,0.609359575157467,0.609359575157467,0.609359575157467,0.609359575157467,0.609359575157467,0.609359575157467,0.609359575157467,0.609359575157467,0.609359575157467
504,"MAR","Morocco",0,0,0,0,0,0,0,0,0,0,0,0.194439085395753,0.194439085395753,0.194439085395753,0.194439085395753,0.194439085395753,0.194439085395753,0.194439085395753,0.194439085395753,0.194439085395753,2.27445559001055,2.27445559001055,2.27445559001055,2.27445559001055,2.27445559001055,2.27764445649243,2.27764445649243,2.27764445649243
508,"MOZ","Mozambique",2.16393194394363,2.16393194394363,2.16393194394363,2.16393194394363,2.16393194394363,2.16393194394363,2.16393194394363,2.16393194394363,2.16393194394363,2.16393194394363,2.16393194394363,2.16393194394363,2.16393194394363,2.16393194394363,2.16393194394363,3.38597302533556,3.38597302533556,3.38597302533556,3.38597302533556,3.38597302533556,3.38597302533556,3.38597302533556,3.38597302533556,3.38597302533556,3.38597302533556,3.38597302533556,3.38597302533556,3.38597302533556
104,"MMR","Myanmar",0,0,3.58663218169227,3.58663218169227,3.58663218169227,3.58663218169227,3.58663218169227,3.58663218169227,3.58663218169227,3.58663218169227,3.58663218169227,3.58663218169227,3.58663218169227,3.58663218169227,3.58663218169227,3.58663218169227,3.58663218169227,3.58663218169227,3.58663218169227,3.58663218169227,3.58663218169227,3.58663218169227,3.58663218169227,3.58663218169227,3.58663218169227,3.58663218169227,3.58663218169227,3.58663218169227
516,"NAM","Namibia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7561212629289,16.7561212629289,16.7561212629289,16.7561212629289,16.7561212629289,16.7561212629289,16.7561212629289,16.7561212629289,16.7561212629289,16.7561212629289,16.7561212629289,16.7561212629289,16.7561212629289
